DATA	GSM839353	GSM839354	GSM839355	GSM839356	GSM839357	GSM839358	GSM839359	GSM839360	GSM839361	GSM839362	GSM839363	GSM839364
IL18RAP	4.693434988	4.623909004	4.645407591	4.693434988	4.72506693	4.742435914	4.653629227	4.779692482	4.872695626	4.365883894	4.573025893	4.718589559
IL19	4.698284777	4.844113335	4.826713403	4.809753532	4.955527222	4.401262999	5.132382825	4.837470576	4.500711814	4.932522357	4.821324306	4.458144483
IL1A	4.0254061645	4.132108449	4.099569301	3.9103001429999997	4.4566633125	4.483129867000001	4.254246251	4.3119817545	4.0796213745	4.368357611	4.181106006	4.30248241
IL1B	5.373037148	5.472652017	5.5734973255	5.3937482055	5.307007256	5.180968961	5.4117499989999995	5.3964162515	6.2922666525	6.0421334965	6.2950637015	6.311646443
IL1F10	5.219734926	5.08289205	5.076856721	4.931773402	5.32218239	5.281796403	5.168504697	4.972351818	4.921337391	5.157196107	4.9954055	5.006185024
IL1R1	4.234829779	4.1524113709999995	4.136444969499999	4.1060008230000005	4.256907178	4.610909173	4.568182285	4.2602284605	3.623201559	3.8397423675	3.7842774705	3.6181532535
IL1R2	3.718116764	3.6912270395	3.7957701335	3.7327571155	3.8289904365	3.465191637	3.680295255	3.6468644585	3.552090431	3.7361258900000003	3.5209379305	3.5949135314999996
IL1RAP	7.2967695665	7.2391195360000005	7.0687530055	7.218894477999999	7.0930445905	7.313608673	7.243464127	7.1070117669999995	7.638756544	7.5697241755	7.6778268105	7.6017736925
IL1RAPL1	7.3510679215	7.3702458915	7.3096943865	7.498312057	7.870805281000001	7.911225075499999	7.7856954394999995	7.877267306	7.6248161285	7.5626504995	7.676100234	7.608485083
IL1RAPL2	3.706742363	3.326789803	3.51780278	3.578973011	4.088124146	3.873106062	3.544580524	3.847439742	3.686618641	3.814549384	3.276973033	3.631592182
IL1RL1	5.444742965	5.3099997195	5.473041689	5.368707435	5.719655009	5.405364087500001	5.3463837415	5.548004967000001	5.31267678	5.4064571489999995	5.3112496975	5.5448831615
IL1RL2	4.345209018	4.100786164	4.115473635	4.112305573	4.243571443	4.32412708	4.404397576	4.253091319	3.852599471	4.287553554	4.156403924	4.034430219
IL1RN	4.144732239	4.127970386	3.852570756	3.982041011	3.9603107	4.439684425	4.052672212	4.294298315	3.898921784	3.843288036	3.994047671	3.821282943
IL2	2.85841119	2.916968145	2.955558722	2.724249565	2.964611134	2.839154322	2.951336637	2.885013694	2.754375298	3.087247569	3.094684265	2.752248275
IL20	3.807324173	3.554959203	3.636473053	3.682349469	4.022134491	3.656909068	3.632322235	3.994326272	3.649645209	3.57286155	3.443878488	3.947617302
IL20RA	4.914926506	4.876497942	4.447971852	4.754155586	4.99058353	4.821401891	4.725719341	4.793453397	4.643920913	4.789396025	4.623823251	4.688254335
IL20RB	4.367742329	4.621057371	4.566252737	4.529661158	4.400989581	4.570071567	4.484711296	4.611992716	4.170675407	4.324620637	4.669812624	4.250082187
IL21	4.266174653	4.225861115	4.546107746	4.327572123	4.493779704	4.294148285	4.343905364	4.170923149	4.306707696	4.546107746	4.029931617	4.310662815
IL21R	3.618255136	3.865128805	3.871539391	3.903717598	3.753510799	3.880551029	3.8131763	3.692585804	3.764143931	3.831247333	3.795551524	3.794192963
IL21R-AS1	6.500563982	6.462966229	6.55730972	6.553384193	6.65758038	6.507978286	6.62692738	6.549105817	6.441306635	6.675128055	6.441139636	6.458956973
IL22	3.7777991770000003	3.877812059	3.8184197199999996	3.8697624565	3.7094647160000003	3.9771849685	3.877239585	3.7534817165	3.725764892	3.953667212	3.7859506659999997	3.9515219995
IL22RA1	4.586115069	4.727393347	4.778620904	4.789256033	4.951222032	4.832064173	4.778823517	4.776625891	4.627333152	4.678580871	4.594397281	4.615423543
IL22RA2	3.352377564	3.331467214	3.267474862	3.337337409	3.589379829	3.613466283	3.351918448	3.264734299	3.228453049	3.290139578	3.391727545	3.493472989
IL23A	5.632045476	5.721273893	5.998432492	5.769104414	6.284889394	5.93020677	5.832605343	5.909615105	6.045633934	6.073878318	6.00058163	5.901306022
IL23R	3.7370939549999997	3.1693476705	3.6060172884999995	3.6534448845	3.4729827159999997	3.8088333455	3.45934907	3.4416171195	3.3705373175	3.66448602	3.3591148275	3.366269185
IL24	7.246954358	7.124177954	7.279514994	7.368990967	8.60150431	8.67086442	8.7315786	8.628839529	5.16227525	5.196750385	4.863430171	5.25870759
IL25	6.270721543	6.014215712	6.269242936	6.269523927	6.190077811	5.873670531	6.39366919	6.343924315	6.054230822	6.384619632	6.095462941	6.183222532
IL26	2.984118459	2.860192658	2.861954042	2.725430586	2.646994486	2.976134889	2.728632948	2.734428102	2.694838613	2.770851713	2.987353611	2.813010687
IL27	6.167586531	5.998945478	6.114830582	6.159806595	6.180973862	6.096570866	6.02936594	6.071315694	5.893180818	6.106325132	5.624557495	5.9113337
IL27RA	7.111256514	7.07930053	7.029022499	7.161916347	7.124083011	7.297802483	7.345124432	7.156779825	7.712150636	7.497465112	7.908513707	7.767522848
IL2RA	3.959492998	4.087484233	4.142502276	3.9680734065	4.2311956854999995	3.946033429	4.05887976	3.8779701694999997	3.883656417	4.1108070135000006	4.015701641	4.1597568795
IL2RB	5.165579677	5.337636649	5.007947016	5.193227439	5.565009538	5.399674755	5.189803967	5.389712301	5.162820926	5.285198704	5.110896667	5.33290905
IL2RG	4.419178786	4.606766789	4.720128641	4.501167032	4.931418084	4.637532763	4.861167155	4.583977884	4.442802723	4.586404132	4.452575365	4.56796823
IL3	3.289529074	3.191362585	2.98553496	3.227890341	3.320356007	3.144458077	3.137039672	3.12765411	3.144002112	3.119314269	3.30839831	3.138163022
IL31RA	5.79608025	5.859181126	5.695424747	5.559291654	5.281425447	5.74517103	5.674695624	5.706406973	5.562250617	4.980706995	5.733359187	5.627735559
IL32	4.94572254	4.777640886	5.119980844	5.015749674	6.063060806	5.940908286	5.726153091	5.902184185	5.181298294	5.475238464	5.32924224	5.335288955
IL33	2.956045606	2.94383693	2.844547805	3.112874355	2.68020673	2.804941504	3.002423037	3.119860548	3.035944489	3.049988825	2.792098127	2.801407536
IL34	7.056011359	6.730191699	7.007178076	6.850055458	7.178649297	7.087205209	6.855458387	7.289593984	6.768815553	7.003500443	6.976214757	6.986914092
IL36A	4.944736849	4.556362321	4.734067818	4.779651317	5.012126652	4.855301452	4.807181285	5.10043227	4.66359328	4.858376325	4.824300244	4.703062646
IL36B	3.2809423865	3.1841715969999997	3.3920445525	3.2436949545	3.272258825	3.3474183645	3.3116146075	3.358079907	3.268685218	3.4385554905	3.307856294	3.4298618395
IL36G	3.789860935	3.842780963	4.234188851	3.794640716	3.866604093	3.373400238	3.940259482	3.77880231	4.033189875	3.783862107	3.607513489	4.008705459
IL36RN	3.705276703	4.06794481	3.982718491	4.074292044	3.916939114	3.885289535	3.769456702	3.831638672	3.829692899	3.937089668	3.933464459	3.90619446
IL37	4.5276273845	4.54033868	4.639659613	4.640906342999999	4.8557622305	4.8648439005	4.7036803415	4.6691082285	4.4408603685	4.6652728805	4.5898754785	4.6377275355
IL3RA	6.13647097	6.062661	6.401742666	6.196629824	6.339466346	6.190292995	6.124353698	6.296081802	5.967179018	6.258629836	6.212821202	6.096672127
IL4	3.137587456	3.217067612	3.1353519875	2.994329661	3.2125546355	3.110475012	3.1442892999999996	3.0921986995	3.1912437579999997	3.1705237005	3.0929378195	3.302757905
IL4I1	5.173343236	5.022409434	5.247071133	5.385885042	5.415031484	5.415114515	5.250927339	5.485689719	4.937030957	5.400535292	5.222624523	5.241170951
IL4R	8.087779079	7.985640335	7.871299586	8.133299137	7.83515381	7.983327453	8.057151922	7.974802869	8.17820551	8.219441744	8.197683166	8.151809626
IL5	2.923396069	2.995160742	3.151163911	2.978029519	3.200264493	3.33800093	3.003450076	3.430211806	3.035286996	3.189600455	3.30346804	2.941147014
IL5RA	3.5078863785	3.484662174	3.3476383725	3.450237799	3.5009872509999997	3.3560015974999997	3.422873257	3.3520024365000003	3.287476994	3.400775589	3.318050211	3.256498182
IL6	5.940386649	5.927482795	5.785996051	6.403473877	7.198718748	7.449244249	7.08296758	7.051836469	6.42453242	6.526354473	6.668479986	6.399399986
IL6R	3.174584813	3.267902331	3.137260588	3.212539265	3.161828901	3.274863885	3.510731121	3.321260315	3.044144477	3.415787111	2.932388121	2.970596912
IL6ST	7.511538313	7.467378188	7.234045881	7.367570459	7.800743988	7.847499527	7.490124167	7.568011299	7.387009647	6.943407154	7.321464901	7.331415972
IL7	5.074599777	5.333954652	5.123007552	5.49800351	4.765197996	5.147956679	5.389248905	4.76063112	4.214377961	4.277685724	4.736156803	4.314596686
IL7R	5.449198028	5.4182767205	5.4755001795	5.238565683	6.221467226	6.5504408435	6.425134615	6.370916552500001	6.1697706705	6.26785888	6.451082075	6.328367117
IL9	3.105254224	2.992964407	2.951012475	3.227825541	3.027534112	3.072214718	2.992964407	2.916579163	2.779476533	3.041457037	2.8479433	2.958394702
IL9R	4.98368338	4.8957002015	4.861347031499999	4.7967572155	4.938088377	4.885870628999999	4.805404301499999	5.118738944	4.7135965665	5.082225058	4.76001237	5.075407802
ILDR1	4.5792960235	4.275798237	4.5610377435	4.306836991	4.5724826455	4.1756862004999995	4.475318558	4.40950947	4.2103838005	4.4898195675	4.2103741894999995	4.536631203000001
ILDR2	5.881835283	6.2799732525	5.9716855045	6.211767823000001	5.246459777	5.244673964	5.198009316	5.0998741055	5.0069963595	4.945371241	4.992443927	4.9953869625
ILF2	12.22684223	12.17267162	12.25111217	12.33751087	12.21541011	12.43231723	12.36804654	12.35907846	12.34788832	12.43080259	12.42889142	12.38119897
ILF3	11.06244752	10.81709847	10.78533518	10.88791	10.71839427	10.7135452	10.65539677	10.81195759	10.48874344	10.07118196	10.47582872	10.76326676
ILF3-AS1	9.234357735	9.180998005	9.214152398	9.216623745	9.673948392	9.659244224	9.587018042	9.698620692	9.044820081	8.961820968	9.079737871	9.071907153
ILK	10.84389713	10.63462196	10.85384714	10.84164117	10.80448918	10.85638895	10.7665518	10.9115854	10.99393976	10.98607046	11.04991208	10.96532442
ILKAP	9.001298788	8.821992844	8.903850215	9.005130546	9.290091549	9.280217663	9.220663245	9.352383901	8.92783057	9.109558179	9.096834458	8.998849192
ILVBL	8.712371233	8.711496028	8.686642705	8.788497492	8.634603455	8.736405924	8.617203871	8.650084453	8.432969818	8.605506036	8.505857516	8.475986544
IMMP1L	8.329870074	8.2164135965	8.2905060705	8.4451366885	8.4547102365	8.666138804	8.7835518995	8.349463645	8.011570009	8.023211826	8.180415813	8.103983825
IMMP2L	5.3187624875	5.433135377499999	5.351241755	5.327267106	5.2875076995	5.3630994175	5.1726437305	5.170620021	5.1380800495	5.3392485535	5.269539496	5.168915205499999
IMMT	11.31176616	11.3219208	11.2515409	11.36364978	11.28639416	11.15843548	11.23162815	11.33658002	11.17744911	11.16346398	11.21239758	11.15631894
IMP3	10.28519787	10.23268463	10.23047601	10.53277702	10.46626381	10.60870128	10.33658884	10.47383152	10.29938854	10.4407149	10.34209747	10.28463865
IMP4	9.620393807	9.468692342	9.570668314	9.725953977	10.11418221	10.2254717	10.03420247	10.0375639	9.763328902	10.03791123	9.776685176	9.632410455
IMPA1	10.91230895	10.87068704	10.86881088	10.84039456	10.7239547	10.71433976	10.71952037	10.69680021	10.85248537	10.79908758	10.76287869	10.82449364
IMPA2	8.937836599	8.84893746	8.698737367	9.057779755	7.399982416	7.621526255	7.534068717	7.446231652	7.787576912	7.996269845	8.000946522	7.996125354
IMPACT	6.985470862	7.1858812235	7.041352011000001	7.1152116015	6.586918251	6.769918012	6.7599783344999995	6.728554784	7.294835533500001	7.142776378500001	7.336739633500001	7.339073447500001
IMPAD1	7.6740351014999995	7.7151313085	7.527438263500001	7.630557797	7.5370215814999995	7.8149769885	7.7530717585	7.783787738999999	7.7690865915	7.7166120165	7.7100608805	7.8209124125
IMPDH1	8.278486273	8.349919284	8.344030571	8.380448306	8.461949164	8.53159457	8.497261774	8.3669806	8.060828372	8.041385435	8.112925848	8.052801385
IMPDH2	12.87362164	12.85767403	12.91110834	12.99153866	12.99196465	12.96537455	12.96809917	12.97432908	12.96962843	13.10010314	13.01558762	13.00644077
IMPG1	2.732354463	2.862923475	2.597800932	2.645853209	2.745784898	2.787359142	2.742382939	2.885831925	2.791019075	2.928154417	2.66226988	2.733489286
IMPG2	3.4240629885000002	3.5018753035000003	3.3699769695	3.2798140069999997	3.3815552815	3.240223394	3.5183928499999997	3.3193861934999997	3.2062256445	3.4975185035000003	2.9978689625	3.2402853185
INA	5.260426009	5.186025893	5.773603653	5.252932143	5.213641989	5.182268145	5.17184058	5.526828153	5.234591023	5.209067024	5.156308415	5.159616717
INADL	4.65898166	4.6377673040000005	4.711245550999999	4.661834254	4.3626488015	4.2902937560000005	4.351701374499999	4.2963291065	4.4468207335	4.221468694	4.4522938629999995	4.4205960915
INCENP	6.830330812	6.839693224	6.881248614	6.782585105	6.767784565	6.926260168	6.701271527	6.929227117	6.596362445	6.665775931	6.623441328	6.589027987
INE1	5.963244238	5.997261221	6.137765106	6.041805065	6.490774536	5.974488917	5.907270581	6.046494415	5.817969147	5.803286976	6.020412392	5.950949966
INF2	6.5839962475	6.5635308345	6.55231274	6.573373826	6.346999324	6.2531023265000005	6.433519152000001	6.1468657884999995	6.3890465885	6.2210375615	6.4051904744999995	6.3458939455
ING1	7.801744889	7.7571409760000005	7.736963419	7.8335645265	7.9306073595	7.9099146395	7.8901616605000005	7.9073003525	7.6821702179999996	7.639106334499999	7.751566942	7.789647545
ING2	7.1971055065	7.045880164	7.050596599	7.0467987175	7.212270591999999	7.203547864500001	7.019998681000001	7.163625817	7.173561039999999	7.1492611010000005	7.0903344235	7.212091446500001
ING3	7.5806081525	7.551379271	7.5572534785	7.664072395	7.600901895	7.9853235415	7.913013339	7.5865944715	7.685213814	7.8350639404999995	7.9262409195	7.801578921
ING4	7.396359695	7.460016277	7.5426352035	7.5222961985	7.7303612285	7.821698984999999	7.801109057	7.8167448365	7.522564357	7.6993213605	7.5004112575	7.540548006
ING5	6.404605307	6.296877349000001	6.496265087499999	6.441919663	6.4015478755	6.455915768500001	6.285471863	6.2341345935	6.337138695	6.5078868065	6.3652694315	6.430020022
INGX	3.730424593	3.798868818	3.765063613	3.758204188	3.779590351	3.765207199	3.703950451	3.823023149	3.728319961	3.745070839	3.715888156	3.46404769
INHA	4.144517555	3.992074079	4.422463454	4.071920754	4.312500164	4.125757389	4.186161104	4.070975342	4.192064675	4.192074899	3.900105673	4.060189996
INHBA	5.252649184	5.652161201	5.704304856	5.526117952	5.410266156	5.558373314	5.766436608	5.756119908	7.444988589	7.49060955	7.653153777	7.57123864
INHBA-AS1	3.4846033745	3.57681212	3.5559750765	3.530556474	3.5832271965	3.6115989529999997	3.587916236	3.723252724	3.5004043444999997	3.654024667	3.5589311314999996	3.661936203
INHBB	9.797815374	9.666546243	9.662663161	9.690815217	8.841309537	8.9033246	8.839274584	9.038694844	8.086640026	7.987922304	8.013976056	8.083984057
INHBC	4.422310177	4.161003993	4.453847461	4.302443351	4.325628777	4.457624285	4.08556343	4.552801704	4.119863755	4.270980824	3.877876364	4.18593423
INHBE	3.229722081	3.103176054	3.623779618	3.786516132	3.757293371	3.272016824	3.601057481	3.440828806	6.107417552	6.170379996	6.280234266	6.028180444
INIP	8.187543753	8.131916522	8.222014215	8.086719744	8.11339154	8.347303552	8.222062987	8.295558684	8.103613893	8.017616811	8.114426353	8.094448022
INMT	4.208082674	4.404532283	4.477176835	4.361180038	4.735305096	4.371596021	4.363114428	4.507844691	4.40979283	4.58780466	4.439684425	4.466760852
INO80	8.2982359425	8.3042186905	8.2476636665	8.2699066955	8.1566717945	8.205581727	8.1792921655	8.1823897005	8.250480259	8.147568354499999	8.3107571145	8.2500838495
INO80B	7.002033549	6.923119803	7.038016849	7.217487686	7.338396398	7.490680544	7.406543616	7.191776541	7.125750789	7.297310563	7.196829462	7.245799191
INO80C	8.465729711	8.4706514325	8.501239987	8.496713508	8.403069346	8.286213376000001	8.4746567765	8.523202993	8.341022537	8.347567497	8.3575609725	8.469806816
INO80D	6.303913905	6.4001469315	6.2038187915	6.292400757999999	6.2708222065	6.071621775500001	6.3111593865	6.145577364499999	6.172633757	6.116027526	6.3372585285	6.15996676
INO80E	8.030105243	7.897915506	8.038998225	8.187923147	8.17003042	8.21720834	8.107493231	8.34068473	8.468416997	8.30283409	8.583570436	8.567711111
INPP1	9.973418613	9.932905455	9.983665625	10.01447936	9.71111327	9.82770944	9.792202455	9.888919997	9.481923991	9.475669146	9.450204132	9.570083139
INPP4A	6.070008343	6.2180809895	6.252549408	6.1610450409999995	6.227261031	6.1918071685000005	6.23223851	6.0994079800000005	5.985117291	5.882371997	6.1191695825	6.019532165999999
INPP4B	5.7102607165000006	5.6748024	5.7100229055	5.6463321605	5.6805273765	5.8232944165	5.8013662715	5.6418711735	5.0190734745	4.870736764	4.813771690499999	4.9879049465000005
INPP5A	8.035675789	7.904372788	7.922898803	8.035169766	8.0363216805	8.0884831895	8.119325527	8.131403283000001	8.186443935	7.730606777	8.1624518245	8.2251933905
INPP5B	5.720164806	6.166570951	5.997311855	5.948746618	5.266184198	5.726404936	5.787172808	5.249133895	5.586495461	5.598311211	5.633049659	5.534021947
INPP5D	4.494734306	4.258539399	4.45875838	4.371766249	4.745135567	4.356721898	4.497778028	4.580358249	4.465570466	4.528458359	4.355721464	4.345462475
INPP5E	7.574218187	7.686139427	7.519149945	7.717455039	7.340031527	7.568092161	7.627338896	7.390486096	7.843968908	7.723591543	7.944356696	7.972045422
INPP5F	7.89878213	8.044087013	7.853381802	8.108101254	7.19801069	7.540026858	7.572543548	7.190822743	7.565141932	7.499422227	7.837857515	7.552639046
INPP5J	6.537377427	6.392528211	6.49736049	6.536755178	6.698839694	6.588062614	6.54809723	6.64346213	6.491693339	6.666662719	6.508989619	6.466435514
INPP5K	7.724631781499999	7.827652710500001	7.849994525	7.7430708809999995	7.9266792985	8.0813284865	8.0062385645	8.101206273	8.129556381	8.120625201	8.1083888405	8.0359426145
INPPL1	8.140926938	8.029410046	8.066164444	8.206241957	8.331262728	8.317965352	8.289659257	8.339762857	8.190704963	8.327543954	8.339988454	8.305586317
INS	3.958558331	4.009268694	4.118667824	4.044601894	4.358618757	4.043781896	4.167986263	3.894365978	4.029931617	4.233097379	4.310917963	4.101109795
INSC	3.213518977	3.024662194	2.968789143	3.016580205	2.744423691	2.916968145	3.061349078	3.002761387	3.050527534	2.813640794	3.061349078	3.097930834
INSIG1	9.633951328	9.662813882	9.470004475	9.430234858	8.254954581	8.112758064	8.481718208	8.298239972	8.025649215	8.059148184	8.1833891	8.195196985
INSIG2	9.074881374	9.124404714	9.115403614	9.061482808	8.52444389	8.624452915	8.589680473	8.540902374	8.992026977	9.004482832	8.965991305	9.024923402
INSL3	4.754866244	4.471371125	4.43425556	4.702452271	4.674521254	4.563140704	4.672774949	4.460427604	4.563140704	4.811111012	4.955498171	4.61682781
INSL4	5.095025258	5.198552161	5.101748118	5.271476387	5.507001495	5.507001495	5.675859357	5.442497701	6.138046555	5.931249396	5.74627766	6.021145969
INSL5	3.395294264	3.56589826	3.519879207	3.250116501	3.348872171	3.52096849	3.660590816	3.339036453	3.558211399	3.530570711	3.554672229	3.407098949
INSL6	4.312050805	4.05944944	4.477651135	4.309497761	4.707059275	4.373339582	4.304944623	4.654841594	4.340471956	4.343966658	4.167751311	4.297331687
INSM1	2.894276215	3.061617217	2.989402102	3.098753614	2.985178651	2.871997521	3.090974469	2.79506543	2.950824192	2.906020851	3.148773104	2.976325267
INSM2	4.086225822	4.182916844	3.991102916	4.020086745	4.290583094	4.076553238	3.927156993	4.301056321	3.829579555	3.971989177	3.766070081	3.909026898
INSR	7.129375182	7.31560965	7.408074207	7.166364278	7.199678336	7.121957815	7.242238425	7.117290261	6.904987223	6.896380348	6.837248386	6.913814505
INSRR	5.075118262	5.065517393	5.288936225	4.883635872	5.086261218	4.931147056	5.085702898	5.100096179	4.913430813	4.994858191	4.901114205	4.758256426
INTS1	7.164549094	6.9677081995	7.055099357	7.12749749	7.2115573315	7.297758749	7.178969892	7.2926588975	6.9433055580000005	7.0802350700000005	7.1108106115	7.061767296999999
INTS10	5.43480833	5.5538864310000005	5.4238690065	5.442412938	5.575768118999999	5.3575293864999995	5.637559781	5.6408393515	5.369288313	5.587019873	5.691021716	5.5837873515
INTS12	9.310416911	9.218874442	9.187317961	9.36895135	9.303497055	9.400488862	9.279988553	9.409095338	9.323256857	9.340357597	9.396272782	9.270698907
INTS2	8.897376319	8.85321892	8.703776591	8.967756537	8.780032067	9.055264266	8.947121965	8.754729964	8.902989935	8.769344772	8.976815481	8.892166939
INTS3	6.364355173	6.413765294	6.433122017500001	6.513765373	6.5647928535	6.4814438975	6.517079344	6.611692081	6.518681466	6.50749032	6.5435013195	6.5938544865
INTS4	5.887533948	5.649678592	5.719335085	5.75333798	5.815241178	5.71364138	5.719273059	5.870091776	5.852688861	5.780931324	5.745328602	5.797441856
INTS4L1	3.195911091	3.270592368	3.322331021	2.968195701	3.181769224	3.159654132	3.247060972	3.040536766	3.21279695	3.260404999	3.03078496	3.099277784
INTS5	8.2955131725	8.3688957035	8.3372766925	8.499940754499999	8.393506688999999	8.577782302	8.600690886	8.571758958	8.5060380855	8.580178271	8.5271275735	8.536084338
INTS6	7.0213891545	7.0392814784999995	6.860059457	7.007301843	6.6301067929999995	6.676641961	6.76575341	6.522962101999999	7.0008455089999995	6.872042583000001	6.8410897865	7.026197912000001
INTS6-AS1	4.8045680125	4.9463995115	4.944406742	5.1955890815	4.642973973	4.6667093925	4.998695372	4.760390086	5.123235853500001	5.2159528260000005	5.068278735	5.018920151
INTS7	7.303125427	7.504909255	7.329673669	7.504418757	7.165744885	7.21935036	7.262986634	6.799709793	7.676378271	7.647113079	7.628698969	7.652816637
INTS8	8.980494548	9.139114385	8.959873269	9.03453138	9.194198926	9.14304389	9.140220313	9.340884781	9.045222249	9.071389483	9.070509867	9.078923111
INTS9	6.466143337	6.2801777665	6.3737798075	6.393948508499999	6.359208532	6.3527317055	6.244758967	6.2971278815	6.231017442000001	6.323511775	6.402618379	6.303076955
INTU	5.833314685	6.061167866	5.85832828	6.155022759	5.796963841	6.138336747	6.394107428	5.849951898	6.346966607	6.358461777	6.289117463	6.400856966
INVS	3.828493732	3.624472726	3.550758552	3.780528085	3.767835482	3.499200128	4.151326124	4.127134564	4.11175448	4.002336964	4.010567148	4.154295057
IP6K1	8.717357141	8.701239	8.759489207	8.76801003	8.781973624	8.897157886	8.820784626	9.001586077	8.670519135	8.703199905	8.705069177	8.599919079
IP6K2	8.556785822	8.563389028	8.653761084500001	8.755323817499999	8.7750089905	8.797764205	8.708333193000001	8.8063101165	8.608286578000001	8.8787273085	8.8057839035	8.733541797
IP6K3	3.402355664	4.020236938	3.547921957	3.692742503	3.864791487	3.512665217	3.441748894	3.8029394	3.465553524	3.699389127	3.512665217	3.506954999
IPCEF1	3.626469543	3.549695218	3.712901141	3.434643171	3.519162138	3.814776049	3.591815377	3.683346837	3.464397303	3.322978388	3.322392531	3.444212961
IPMK	4.7291734715	4.7774249275	4.718454512	4.7953251055	4.528083435	4.782815828	4.757509889	4.6523666755	4.509279292	4.3996571595	4.6139560985	4.54488471
IPO11	3.310629082	3.142596913	3.14575803	3.33302562	3.365286036	3.420667087	3.150299398	3.346022988	3.193880789	3.224927328	3.217634655	3.303766323
IPO13	7.346653293	7.231465896	7.336237981	7.451306579	7.505563876	7.541136755	7.529851081	7.74006388	7.372827377	7.395321004	7.395276325	7.524084533
IPO4	8.926386049	8.904920315	8.881680797	9.011958429	9.25906286	9.395507607	9.159811965	9.264655679	9.069885012	8.89884147	9.142966715	9.048608792
IPO5	10.89266151	10.93523511	10.78679485	10.88296072	10.74473761	10.73921193	10.68803912	10.71737388	10.92378006	10.75441007	10.88107195	10.83875346
IPO5P1	4.534352848	4.592635513499999	4.5860093945	4.677478247	4.457236786	4.544392376	4.814273046	4.3926040969999995	4.7481457135	4.7633752519999994	4.750015283	4.669030071
IPO7	11.436681865	11.423959855	11.39851739	11.477854175000001	11.286608470000001	11.265790594999999	11.37879126	11.14916968	11.4100621	11.464492055000001	11.40907044	11.393079765
IPO8	7.598143191	7.657481795	7.5007884045	7.501717296	7.580084466	7.4841925545	7.442857989	7.4889920475	7.538988151	7.4365208185	7.403389176	7.4546730895
IPO9	7.2449362775	7.2474056964999996	7.244767525	7.102520515	6.9189061085	6.722513488500001	6.753815683999999	6.7732878345	7.603354401999999	7.338757000999999	7.5792336395	7.582735594500001
IPO9-AS1	3.71931132	3.915630195	3.80017814	3.885569739	4.228029265	4.067115347	3.804074601	4.055470664	3.90619402	3.922903388	3.863911112	3.752027713
IPP	5.980027693	6.230646807	6.172408494	6.018202025	5.56841781	5.678504296	5.63695513	5.61754653	6.521847775	6.472829222	6.276230178	6.54680361
IPPK	7.035336113	6.943779001999999	7.103114563	7.008570176499999	7.067021540000001	7.0653180540000005	7.070524791	7.1362870975	6.918076535	6.9548991295	6.8799806965000005	7.0794423075
IQCA1	3.451864857	3.608908663	3.766362718	3.64109366	3.763884266	3.513684281	3.610684077	3.750505689	3.70825737	3.60109931	3.624275604	3.652665996
IQCB1	7.551276895	7.580715446	7.530523169	7.6446863895	7.5359103185	7.682890041	7.680841695	7.495039168	7.752452692	7.609749549	7.739458874	7.651596699
IQCC	5.643936638	5.816655425	5.642299859	6.006079817	6.164899827	6.023258125	5.956327022	5.880068085	5.905892623	5.91356279	6.086194306	5.951001873
IQCD	6.103990241	6.215771208	6.229221948	6.289830617	6.486602503	6.477437942	6.281653776	6.462667736	5.917396515	6.453571662	6.154194062	6.083475191
IQCE	5.2962899045	5.46017002	5.494377523	5.680431243	6.0859449115	6.1995044305	6.0737638480000005	5.8996456115	5.782203803	5.7642049045	5.7531179035	5.7955408235
IQCF1	4.1102990275	4.0943097275	4.103425039999999	4.096349954	4.1350589295	4.1121719695	4.130130539	4.2024501155	4.152760116	4.0231339295	3.928665326	4.182107603
IQCF2	4.395692417	4.442802723	4.517854693	4.397883512	4.421229974	4.249499357	4.371219013	4.319861802	4.358432434	4.217593572	4.354423252	4.384612852
IQCF3	4.072430132	4.221789962	4.288387378	4.096000282	4.366927628	4.265976013	4.125970911	4.194452482	4.453572102	4.316505202	4.246608961	4.162379937
IQCF4	2.828333709	2.767031671	2.786453565	2.561481231	2.820405597	2.769264052	2.805160351	2.814794983	2.804950628	2.947115202	2.813009383	2.953107559
IQCF5	3.93558446	3.882886557	4.420179016	4.111284523	3.940259482	4.139847459	4.111284523	4.685321765	4.063345923	4.209633454	4.139847459	3.824905731
IQCF5-AS1	3.63364694	3.992074079	3.739430879	3.211920912	3.910299616	3.536643958	3.373826194	3.693962603	3.906435756	3.450954932	3.34133811	3.825853266
IQCF6	4.149310103	4.323849616	4.431647236	4.075028489	4.587874869	4.184876328	4.25809783	4.185693645	4.411144389	4.696195714	4.41458052	4.114668277
IQCG	4.9475917875	5.022995225	4.8564549365	4.9740184585	4.925952484	4.737277901500001	4.812133875500001	4.8452071555	4.4579263495	4.5840445690000005	4.5345889935	4.4690401405
IQCH	3.402299153	3.5592077499999997	3.3894363245	3.391807691	3.5654744144999997	3.489534129	3.703824235	3.446365157	3.3564997595	3.469417729	3.4163064409999997	3.3468289175
IQCH-AS1	5.332201113	5.154713883	5.234577908	5.402567806	5.385943204	5.693808928	5.468271702	5.556987862	5.054116652	4.65640772	4.648639269	4.966750181
IQCJ-SCHIP1-AS1	5.165579677	5.034062335	5.095901185	4.957696422	5.067924682	4.897378988	5.075633659	5.080361442	4.930802385	4.920950027	4.96687499	4.772805257
