DATA	GSM839353	GSM839354	GSM839355	GSM839356	GSM839357	GSM839358	GSM839359	GSM839360	GSM839361	GSM839362	GSM839363	GSM839364
A1BG	6.817979374	6.741804961	6.633270404	6.779400277	6.90563817	7.031324114	6.776037038	6.738248761	6.57595181	6.741177916	6.731302815	6.730699086
A1BG-AS1	5.62260848	5.517819368	5.39873321	5.599017325	5.757201324	5.581517391	5.64958435	5.338005128	5.673946381	5.755060445	5.782727153	5.488586422
A1CF	3.9838120984999996	4.053266814	4.134396315	4.062114929	3.8950266344999998	3.9150499229999998	3.9386860515	4.0708106275	4.0157351295	3.9294772270000005	3.9585497435	3.7980374815
A2M	4.1377431575	3.915478632	4.1272320985	3.815382606	4.1143881175	4.0611857685	3.9565810905	4.0040456735	3.9169184085	4.0618425049999995	3.6658342125	3.8334646765
A2M-AS1	3.639231965	2.940899976	3.354892023	3.210259119	3.308565868	3.238574726	3.232034642	3.464758446	3.110533536	3.205696609	3.213490256	3.210259119
A2ML1	3.484132077	3.221729011	3.433784077	3.4190536105	3.3323508785	3.453586619	3.4382923895	3.6231504895000004	3.3610035910000002	3.478623688	3.322787807	3.4845758255
A2MP1	4.324741877	4.470527872	4.468484993	4.220009615	4.330077273	4.490063158	4.730134271	4.398314167	4.212598656	4.48661347	4.190198804	4.326450253
A4GALT	6.013559687	6.164444196	6.07647121	6.334108815	6.112933177	6.23924211	6.170794905	6.069999832	6.252487205	6.415595117	6.298050596	6.097208868
A4GNT	5.03104252	4.898631694	4.913946584	5.136006849	5.034984998	4.771565452	4.931787566	4.986834018	4.889124168	5.081694415	4.959684089	5.000622876
AA06	4.499450736	4.28706045	4.46704492	4.48584272	4.54531519	4.55936793	4.258885951	4.839397853	4.399011492	4.408293376	4.451641471	4.420280231
AAAS	7.24479248	7.080473853	7.372578044	7.44084608	7.257561049	7.354524648	7.156529177	7.279580157	7.075880667	7.213116356	7.286689394	7.178813601
AACS	8.865034775	8.7063707	8.646110383	8.850764263	9.034118435	9.239301536	9.091114836	9.021319378	9.047999383	9.240824237	9.16485334	9.187070523
AACSP1	3.208889211	3.02700004	2.924970738	3.105693107	3.095950141	3.14079683	3.173534815	2.893586519	2.986276842	3.390410957	2.981011047	3.060711261
AADAC	4.01001954	4.40244107	4.55817976	4.722553818	4.933127525	5.16495994	5.063456299	5.134492542	6.042195318	5.646659732	5.672559804	5.841967947
AADACL2	2.905905436	3.083638645	3.227603467	3.00516039	3.086689669	3.039278943	3.192269931	3.108414493	2.868521625	2.949752644	2.889769424	3.327875124
AADACP1	4.718013095	4.98814595	4.628487243	5.224630816	6.204754964	6.528446445	6.523958862	6.357977567	6.723418768	6.888242037	6.861828169	6.862350763
AADAT	7.497731073	7.514418623	7.403574073	7.519069255	7.130350036	7.253308673	7.319665876	7.311707655	7.704835124	7.606844384	7.575489108	7.920604038
AAED1	9.732575426	9.744899086	9.779705107	9.767149307	9.365970889	9.52087404	9.436670875	9.419808058	9.183611902	9.179852153	9.255738068	9.250470752
AAGAB	6.675798487	6.686204902	6.524487311	6.694809366	6.865404341	6.856091316	6.699329708	6.585068684	6.664489075	6.509298663	6.511554099	6.474438007
AAK1	4.875463138	4.79758734	4.897049612	4.530645096	5.139698538	4.610144504	5.236505665	4.958680775	4.976077843	5.015347331	4.776895208	4.895002302
AAMDC	8.280046974	8.118719566	8.158884628	8.314494657	7.840326305	8.076677295	7.870332384	7.940722725	8.253580369	8.382899331	8.389199107	8.342240713
AAMP	9.950912534	9.894183246	9.949802504	9.999933952	9.997009429	10.07034894	10.08758136	10.01137727	9.993319958	10.00586368	10.04071145	9.986318335
AANAT	3.695375197	3.661810297	3.74747181	3.300586185	3.755921076	3.583319947	3.575504243	3.402704893	3.819226149	3.537718802	3.508056468	3.893774942
AAR2	9.391265017	9.446069934	9.324206611	9.451406716	9.50328863	9.451518486	9.480371357	9.571778593	9.480559144	9.528752715	9.62741213	9.61774816
AARS	10.46727694	10.39239668	10.4525427	10.58826622	10.52314705	10.47058592	10.35242525	10.54727289	10.64631491	10.8481616	10.71467703	10.69253613
AARS2	7.333539805	7.3092627199999995	7.3395665815	7.419226206	7.44019444	7.5534633775	7.540861565	7.539210054	7.330348896	7.4917223005	7.3691918350000005	7.396801503000001
AASDH	7.6894979800000005	7.7745910595000005	7.688418299	7.850609562	7.520455957499999	7.654777428	7.6473480855	7.507417746	7.5586097	7.531942231	7.6391258655	7.6333820955
AASDHPPT	10.55905794	10.52974142	10.47859437	10.51627072	10.39187959	10.62929991	10.57984147	10.46086489	10.53937823	10.60264629	10.65793859	10.68388203
AASS	7.9520333605	8.1378555235	8.01733641	7.914186146	7.815925455	7.8846708285	7.9370179355	7.9940459420000005	8.3713762095	8.1327063135	8.1748856865	8.238529263
AATF	10.62261209	10.59047427	10.57699779	10.71000554	10.51874649	10.53348923	10.6059597	10.65937806	10.15309676	10.14402683	10.1084915	10.131336
AATK	5.827324243	5.9501	6.199363665	6.029774622	5.987770344	5.714793749	5.973031304	5.941763328	6.067816969	6.007867742	5.687909958	5.941763328
AB488780	6.796002254	6.945089792	6.842215213	6.933295523	6.691715741	6.672185054	6.64718835	6.844232631	7.01786529	6.80428052	7.030794911	6.97005676
ABAT	3.763275582	3.563842038	3.700420188	3.735433962	4.044760909	3.824915175	4.011233773	3.97504348	4.297960384	4.539231098	4.346308794	4.315859665
ABCA1	6.5775602355	6.519279881999999	6.4955713825	6.6308035575	6.435888890499999	6.641607814	6.6707994500000005	6.499841630000001	6.054145676	5.953303915499999	5.8424242495000005	6.052162721
ABCA11P	6.918549894	6.897717803	6.703871899	6.749444145	7.197330538	7.567979812	7.461113087	7.445110724	7.081384874	6.751854529	6.934912918	6.88278463
ABCA12	3.165316771	2.855383129	2.801453621	2.974516889	3.106753339	2.996051007	2.806946971	2.901664639	2.478858586	3.120914205	2.771149816	2.988367793
ABCA13	2.84646505	2.792419968	2.803958929	2.924142401	2.682143618	2.737025844	2.960379997	2.897692607	2.81690795	2.755769067	2.874151353	2.83969029
ABCA17P	4.393597223	4.296765923	4.170675407	4.349355571	4.606260397	4.90655094	4.563153594	4.42087609	4.175893716	4.36285858	4.069369145	4.382119129
ABCA2	5.622066155	5.529867218	5.780220017	5.414604938	5.7286625	5.46713563	5.643898125	5.649774435	5.414547789	5.721193863	5.62595525	5.521308998
ABCA3	7.075201369	7.107027486	6.992910456	7.190767736	6.872054728	6.903217912	6.9705156	7.001748289	7.399554912	7.811009501	7.43909281	7.612826955
ABCA4	4.265967176	4.26922162	4.1281735475	3.892817967	4.416578744500001	3.990747936	4.033356952	4.2120031195	3.927540223	4.2403732005000006	3.753099871	3.9051526245
ABCA5	5.2674267415	5.303537953	5.3323961255	5.347464382	5.0145686935	4.8431167385	5.193469192	5.12680742	5.8437421005	5.627633629	5.7512779505000005	5.5892835035
ABCA6	2.912586312	2.80951898	3.123328664	3.176849173	3.17871451	3.383474669	3.273065512	2.971512324	2.963207241	2.923491956	2.998735981	2.851135866
ABCA7	6.61428427	6.674083623	6.564035383	6.69526571	6.076517029	6.478757617	6.35401093	6.139987825	6.197254124	6.392845177	6.282323767	6.359181365
ABCA8	3.298450204	3.021047175	3.500817655	3.191326019	3.307397957	3.195041718	3.395887813	3.367670624	3.208044875	3.323657795	2.930752024	3.176846074
ABCA9	2.963252617	3.106626345	3.185712749	3.063312812	2.793363516	3.347612113	3.177222683	3.108190935	3.084197914	3.30155073	3.298004573	3.256271532
ABCB1	3.1229478515	2.9878188525000002	3.35834496	3.03412024	3.2674634014999997	3.1570024895	3.320761332	3.1379591280000003	3.5360007395	3.4055910075	3.360207794	3.4019759714999998
ABCB10	8.653896964	8.820124438	8.698165506	8.723888822	8.533603497	8.329137813	8.629328607	8.452495884	8.764646157	8.625739503	8.649764588	8.710461985
ABCB11	3.4191394985	3.509597405	3.5292573525	3.422960718	3.543826311	3.5065152514999998	3.6467111725	3.5596365270000003	3.4423295535	3.3186352075	3.4582160075	3.4693502824999998
ABCB4	3.6012435185	3.456962775	3.508280998	3.6871021815000002	3.680445088	3.8129450365	3.6842310625000003	3.853355239	3.544582305	3.624232866	3.6913528385000003	3.5900248015000003
ABCB5	3.344703846	3.176065563	3.504843468	3.3618961880000002	3.3210495235	3.359713383	3.2874914045	3.3510126235	3.3482745805	3.45312891	3.2691217445	3.328123413
ABCB6	6.239210604	6.1086582805	6.2189531665	6.2022611755	6.4675069875	6.4782998215	6.331429249	6.3098769595	5.9812070505	6.097376253	6.1668080165	6.1247336180000005
ABCB7	9.628186882	9.60906062	9.567646493	9.593349555	9.76473141	9.774668884	9.696228852	9.628899687	9.279555172	9.263165884	9.424610511	9.294854036
ABCB8	5.6189108705	5.730137409999999	5.7618605805000005	5.741940614	5.6912704465	5.6414258845	5.806114367	5.825782359	5.4281388575000005	5.578527902	5.657918669500001	5.6185614805
ABCB9	5.824195267	5.706957361	5.63316151	5.867972104	5.950284007	5.856162852	5.736033018	6.087110889	5.675665993	5.629503544	5.643591866	5.64409005
ABCC1	8.708526924000001	8.66500948	8.676771738500001	8.708053011	8.4812685995	8.3822543855	8.523535316	8.6420330355	8.30646981	8.166599981	8.351819371	8.397957957
ABCC10	8.226673202	8.179429659	8.1032536445	8.2582034275	7.9805544555	8.019337557	8.094464493	7.9480812825000005	8.406046155999999	8.492122437	8.372854982	8.513500416500001
ABCC11	3.7847284685	3.7644411685000003	3.8146919585	3.8883608759999997	4.0796315750000005	3.7084333565	3.6935602585	3.6853698884999995	3.70523544	3.8572910824999997	3.783556915	3.7194777795
ABCC12	3.3445227665	3.3594687595000003	3.334321717	3.4901689989999998	3.515182656	3.3619067515000003	3.2767829415	3.3921839455000002	3.2284188845	3.399928481	3.3793869069999998	3.362261042
ABCC13	3.5361307665	3.4777413885	3.4276952385	3.3747638295	3.4279577405	3.2735802265	3.470682549	3.427639299	3.3465025765	3.3310456564999997	3.244420442	3.420217856
ABCC2	4.684602019	4.63557599	4.433878353	4.354192816	4.487348677	4.546310438	4.453635495	4.471629882	4.312657098	4.001396177	4.368079673	4.562614702
ABCC3	6.233924405	6.325139961	6.388217124	6.254096696	6.168636951	6.25443351	6.10091337	6.378528567	6.42439634	6.453149431	6.494148231	6.34076625
ABCC4	6.486217692	6.3809436475000005	6.1585965775	6.1326046734999995	5.8673390735	6.0597379375	6.0247912515	6.126936036	5.776029208	5.325641504	5.689973934	5.892611901
ABCC5	7.082607055	7.012582848	7.034588991	7.171291641	7.550375467	7.37660428	7.629915103	7.346714584	7.045206944	7.002325506	6.93148609	6.970763755
ABCC6P1	3.042477609	3.348279709	3.079432566	2.799096839	3.265301194	3.059430875	2.992484183	3.016223099	3.063055865	3.175950341	3.285768686	3.121435105
ABCC8	4.915146606	5.0240524355	5.0357359355	4.957620926	5.1062789105	5.109613283	5.180548086	5.1563343674999995	4.980531967	5.176887555	4.974516031	4.921374426
ABCC9	3.566592475	3.420893645	3.422170216	3.328792817	3.571988945	3.472121201	3.510731121	3.531225877	3.635052903	3.630133242	3.52231273	3.40833884
ABCD1	6.50400989	6.556044859	6.56241923	6.543463295	6.284697644	6.445896472	6.594926852	6.609792626	6.785283814	6.428099576	6.529818989	6.687434405
ABCD2	2.765741205	2.821908042	2.816968556	2.432880825	2.789949384	2.804829701	2.641471949	2.778912547	2.827560203	2.737359727	2.658517917	2.873612287
ABCD3	9.617918677	9.655972171999998	9.5801194965	9.6117437065	9.1212304905	9.086963966	9.208345849	9.1098417745	9.311664908000001	9.236486941999999	9.4122523355	9.4149755645
ABCD4	7.0189066815	6.7461945199999995	6.9857897505	6.830516222	7.141728442	7.0756791835	6.942731907000001	6.989245909499999	6.9666892350000005	6.982306076	6.956593507499999	7.0231774604999995
ABCE1	10.53846519	10.59698486	10.566790625	10.54243608	9.9024294275	9.8575760025	9.8525473685	9.8052393215	10.70706865	10.590089110000001	10.57155479	10.621724815
ABCF1	10.62215894	10.52955393	10.64803182	10.62579139	10.67692225	10.74344878	10.73964272	10.79598312	10.2566062	10.49084005	10.30878818	10.29046202
ABCF2	7.796457008	7.901868566	7.902792348	7.76808782	7.985592023	7.977709372	8.011757902	8.008921601	7.989255018	8.008225063	8.019983801	8.020446423
ABCF3	8.313388142	8.236947529	8.30145996	8.391600746	8.25634823	8.445277879	8.38214435	8.503030576	8.229865444	8.145643024	8.248692792	8.297385687
ABCG1	4.2786887904999995	4.2270178405	4.365807712	4.1688585075	4.204760301	4.1276873975	4.131782418	4.205278464	3.9829329975	4.009005624	4.000475559	4.1120785115
ABCG2	8.306159622	8.17154315	8.166661055	8.24582139	7.554958449	7.887186562	7.911923068	8.001942464	7.00762438	6.984941014	6.93062702	6.963029926
ABCG4	4.908594102	4.76664605	5.124530228	4.949112465	5.348357451	5.225622672	4.963034751	5.039176866	4.685500049	4.844113335	5.022374225	5.056433083
ABCG5	3.697001219	3.843907324	4.073542574	3.982041011	4.183786213	3.63863713	3.825425877	3.742338566	3.995994591	3.68882438	3.627656201	3.808541087
ABCG8	4.848458661	4.719182276	4.463326391	4.666778905	4.884926933	4.937130438	4.766618433	4.411621398	4.476429552	4.464056966	4.277051756	4.566865687
ABHD1	3.899135971	3.889555653	3.894269402	3.738262515	3.761062463	3.547668895	3.786274005	4.040011076	3.985521762	3.718495873	3.768417223	3.623976911
ABHD10	9.525890735499999	9.562646097	9.3826677495	9.497447213000001	9.4153545915	9.463599571500001	9.426352252000001	9.5601170325	9.491934113	9.5084287455	9.5226145635	9.496059788
ABHD11	6.416924131	6.519949617	6.685385614	6.471179477	6.827654519	6.493321499	6.510399281	6.571842163	6.712216737	6.488114056	6.219140075	6.522740362
ABHD12	8.362417085	8.10130171	8.285938176	8.288965568	8.52246789	8.477083332	8.468320364	8.7166394	8.5557415	8.548581253	8.645562997	8.56068147
ABHD13	6.5107095745	6.7206044	6.622813110999999	6.699922088	6.3498831385	6.4382320150000005	6.611113918	6.276582084	7.1850964325	7.0357756039999995	7.069601995999999	7.0354251065
ABHD14B	7.645373381	7.577792889	7.60865356	7.745853279	7.785171879	7.914573846	7.844275943	7.905686928	7.594194313	7.883066745	7.798264248	7.705894832
ABHD15	6.95413841	7.076835997	6.858674196	6.91495287	7.326167184	7.25514045	7.290530416	7.294228693	7.181450811	6.968212131	7.226855133	7.294739258
ABHD16A	7.3539596885	7.1270549385	7.3479143935	7.3579425895	7.410818998	7.39997428	7.402249536	7.480686966	7.40336883	7.480021059	7.4590750135	7.4469908215
ABHD16B	5.051632469	4.949212447	5.041222388	4.632721679	5.324228606	5.089439377	4.803669328	5.102291708	4.843122405	4.909659191	4.845823916	4.822295598
ABHD17A	9.55521185	9.512336524	9.595183792	9.743234731	9.968135834	9.931730258	9.876253106	9.931758238	9.548136801	9.591462309	9.665045974	9.56742106
ABHD17B	6.125754038	6.388124617	6.095173405	6.046494415	5.59123526	6.012023254	5.898404625	6.044156494	5.902042438	5.561175115	5.636418561	5.955496361
ABHD17C	9.17392898	9.312817656	9.149646846	9.119177505	9.370094983	9.227829665	9.517737785	9.531844773	8.09026024	7.924875848	7.94111559	8.215686889
ABHD2	7.431854422	7.3577316755	7.303067585	7.384190092	7.3700705565	7.6366391415	7.5390035805	7.4292322245	6.9893334285	6.779172511	7.112028821	7.149504544499999
ABHD3	9.749114701	9.668763798	9.686660468	9.662110974	9.768204209	9.783206376	9.845499541	9.826183805	9.721126412	9.585991534	9.551279942	9.666908343
ABHD4	7.233117796	7.257393101	7.314497287	7.2457489294999995	7.2730029045	7.3194506895	7.471505576	7.316325752499999	7.2447352160000005	7.397214645	7.248292113	7.4738876045
ABHD5	8.0736397145	8.01217755	7.903307782500001	7.9309472455000005	7.330074517	7.504623058	7.4670438830000005	7.420082632	7.9290799925	7.694284209	7.7364272065	7.7758099425000005
ABHD6	7.377387456499999	7.3503570355	7.22380602	7.4347663495	6.9926746585	7.0626436015	7.1421993785	7.0405452545	7.357735249	7.3064872935	7.4125126455	7.3209498570000004
ABHD8	6.867883718	7.035799443	6.715970009	7.07815714	7.133975014	7.041335098	7.241901622	7.193242568	7.353189648	7.161196349	7.107887607	7.135959097
ABI1	8.934035474	8.889215211	8.926947563	9.013105062	8.628244917	8.755253952	8.872416075	8.532170027	9.011958429	8.958457177	8.899733321	9.027740279
ABI2	8.313975232	8.229812935	8.270713321	8.4175038	8.353247781	8.334771357	8.327303647	8.357175404	8.595886659	8.553662992	8.452272749	8.637487326
ABI3	6.307234973	6.271681176	6.243240613	6.213942558	6.419407061	6.11475282	6.272833264	6.433697642	6.35628975	6.249280411	6.091536534	6.246421637
ABI3BP	3.245731363	3.138838444	3.177889967	3.500444465	3.283859345	3.30824615	3.245731363	3.350744301	3.638826559	3.535145663	3.978256632	3.273864707
ABL1	8.998858111	8.877825367	8.988616556	9.114418798	8.804837689	8.980891061	8.897022656	8.895301715	8.809372638	8.838324812	8.860192755	8.802636465
ABL2	10.19968914	10.18089449	10.22543336	9.997509645	10.39569727	10.28547422	10.29995923	10.45027286	10.7001766	10.42493027	10.6215048	10.70128855
ABLIM1	9.2561604205	9.1319056285	9.172963147499999	9.091084889000001	9.259285054	9.233938609500001	9.2157528355	9.342552855000001	7.711110504	7.6357457085	7.663817396000001	7.8649545975
ABLIM2	5.172342359	5.013627031	5.316733452	5.075616769	5.359938028	5.195320908	5.157173186	5.04933299	5.052514384	5.309174035	4.958979655	5.110489755
ABLIM3	8.105305279	8.121857385	8.060123502	8.20246717	7.893371802	7.997519732	7.944509835	7.991463173	7.762591815	7.631342821	7.791014522	7.798979111
ABO	4.858449686	4.8090616045	5.0916783875	4.983153163	5.3273645384999995	5.0531124384999995	5.0833450445	4.973996485000001	4.6757958475	4.969222279	4.816454894	4.755767736
ABR	8.1537977315	8.003067976	8.162844934999999	8.309605037	8.184486612	8.2105972285	8.212034744	8.1997934775	7.945583024	7.851150926	7.969111894499999	8.062240765
ABRA	3.1115064905	2.9979798065	3.2520002485	3.060648686	2.8912525745	2.9907701195	3.1469576200000002	3.024804675	2.7770560150000003	3.0412875635	3.0791890275	3.030764027
ABRACL	10.06107979	10.02176085	10.09423277	10.04709417	9.828340644	9.890200468	9.807711353	9.336114138	9.362176309	9.293803133	9.362609949	9.40729237
ABT1	9.599284059	9.532948367	9.551730523	9.651720909	9.77171457	9.932765188	9.793419339	9.85007468	9.516872761	9.655443341	9.603381815	9.536431624
ABTB1	4.949724644	4.992222347	5.144100835	5.016540057	5.087512582	5.030928194	5.141312377	5.145222644	4.80976307	4.990513548	4.998079087	5.093418429
ABTB2	6.590403327000001	6.5152871795	6.5277670919999995	6.4933490245000005	6.7057911165	6.766201853	6.7509785815	6.5323501555	6.4775228365	6.537881292	6.5988266625	6.5720785804999995
AC000111.3	2.708607881	2.701773265	2.504670805	2.735538202	2.553986707	2.655418794	2.59283727	2.677261061	2.571131698	2.520894067	2.790685598	2.566766285
AC002059.10	4.151173178	3.984164888	4.179683196	4.022183485	4.338082787	4.222408483	4.120908802	4.320971434	4.165718279	4.122824097	4.156257853	3.97786236
AC002064.5	3.265212167	3.46404769	3.462558205	3.610684077	3.466949907	3.503585458	3.362774736	3.763062526	3.493908472	3.385905374	3.54823485	3.333582789
AC003973.4	2.871823851	2.827963833	2.951539149	2.825497732	2.920058991	3.206602137	2.832620928	2.862534838	2.862079313	2.911173833	2.853479072	2.907679131
AC003989.4	5.285677346	5.405228212	5.523978827	5.28158486	5.820934398	5.352460472	5.448049669	5.876792419	5.474541369	5.500730923	5.459186918	5.23055223
AC004692.5	8.091184536	8.083443723	8.053882958	7.88782321	8.237064901	8.111930448	8.117438903	8.13508404	8.159485108	8.04867126	8.103444198	8.137425813
AC004941.5	9.494518451	9.50151061	9.516430705	9.349924445	9.503689169	9.390633034	9.517904052	9.414477243	9.870095153	9.447968098	9.448816541	9.543275602
AC005162.4	4.808819059	4.812323468	4.924985415	4.863223501	5.306454948	4.900579836	4.823655321	5.05511647	4.770969383	4.827526166	4.680588357	4.724988212
AC005224.2	5.447339791	5.705821895	5.338282396	5.454477659	5.402242714	5.395594903	5.514292558	5.301970885	5.72938075	5.678594248	5.400259779	5.832211577
AC005256.1	5.741971235	5.772377236	6.023307777	6.033776876	6.4366349	5.999991114	5.953061375	6.274994168	5.850068095	5.852124806	5.871500126	6.12083527
AC005306.3	4.885230502	4.750007773	4.405590623	4.937493142	5.044632899	5.317714691	5.010468113	5.2400189	4.846386627	5.132694168	5.13105677	5.051799988
AC005498.3	4.639897961	4.715644584	5.066981398	4.952142602	4.659603253	4.910797758	4.834972929	5.116822737	5.016899035	5.105575181	5.074237548	4.937677096
AC005523.2	5.831282152	6.370943824	6.193900489	6.185355888	6.189278467	6.167789683	6.116647008	6.2214079	6.211466694	6.205962	6.266907598	6.260633587
AC005523.3	5.720884937	5.643114876	5.772935217	5.719750106	5.978588669	6.040663341	5.79373463	6.024632342	5.935513762	5.834002632	5.716372137	5.773438386
AC005537.2	3.21025271	3.603087956	3.275296537	3.113046038	3.10043453	3.261333989	3.173534815	3.191058901	3.211291506	3.308218851	2.963096094	3.175711007
AC005592.3	3.648458693	3.528652848	3.284595543	3.303682258	3.510546405	3.66147482	3.540976691	3.952862798	3.35618475	3.662564007	3.173873466	3.595408492
AC005606.14	4.08665414	3.926128665	3.87078663	4.043713975	4.059219323	4.043781896	3.945862926	4.235310529	3.722345952	3.870192453	3.812879022	3.902762176
AC005785.2	4.639897961	4.959913703	4.96060394	4.724970059	5.010793215	4.666248131	4.876995639	5.103351834	4.639897961	4.85713951	4.981032226	4.659313962
AC005838.2	3.299413487	3.14831017	3.58593071	3.380117644	3.477500913	3.510626359	3.30824615	3.742338566	3.360397516	3.526553812	3.378170488	3.322787096
AC006026.13	3.928445343	3.908380425	3.564789206	4.047852255	4.058756577	4.02708514	3.661103287	4.436185519	3.881939119	3.977289953	3.70631235	3.850060061
AC006129.2	2.753111455	3.060873594	2.705410149	2.904487828	2.900069142	2.833335339	2.889066832	3.073090625	3.013518168	3.157280145	3.053023085	2.999811502
AC006538.1	3.594508465	3.682749202	3.773364488	3.807548299	3.880530312	3.909938544	3.695043709	3.827149226	3.665908131	3.868233456	4.051379365	3.636066762
AC007292.3	5.494636931	5.695586026	5.534228428	5.8459477	5.648053889	5.795963069	5.75118239	5.894355361	5.640110121	5.696152057	5.740333032	5.767175058
AC007349.5	2.887425736	3.041427587	3.102291116	3.020586236	3.452640033	3.178625633	3.000097071	3.347590325	3.104478479	3.187871841	3.271116204	3.32258421
AC007362.3	4.312657098	4.230055971	4.304651692	4.421154238	4.188897093	4.235900511	4.44487385	4.140953074	4.25634658	4.183901251	4.196828564	4.374649562
AC007365.3	4.507794733	4.185746735	4.680067399	4.615928334	4.609119307	4.685879131	4.665225856	4.657451569	4.616937294	4.647913785	4.666926712	4.503949374
AC007389.3	5.110190228	5.0312854	5.29187244	5.099895688	5.541742219	5.196158028	5.254848514	5.068266968	5.106677796	5.068563876	4.729306381	5.271378282
AC007401.2	3.467044839	3.538489674	3.739219888	3.436197512	3.49962701	3.298409323	3.369194909	3.401559023	3.537659858	3.807527207	3.572284815	3.681830325
AC007680.2	3.962176436	3.559738478	3.952873874	3.798868818	4.100891779	3.500817655	3.717848286	3.92932	4.074533489	4.052417102	3.560449022	3.682677395
AC007787.2	5.210910631	5.253095544	5.371182935	4.932588612	5.082619723	4.944827239	5.085797434	5.051452223	5.038490325	5.278622186	4.749882237	5.154380138
AC008088.4	3.817801729	3.491097508	3.700524042	3.540724013	3.753126101	3.701794978	3.484423628	3.787957657	3.787957657	3.771819	3.508461559	3.827563959
AC008746.12	4.219985333	3.912886698	4.04958213	4.137992245	3.903438499	3.676844908	4.127970386	4.056778537	3.964088961	4.045503324	4.302699376	3.953823657
AC008753.4	5.515780374	5.349295305	5.327011081	5.446116464	5.54635711	5.540621823	5.594617418	5.830152394	5.338697188	5.20521551	5.533152207	5.456333601
AC009120.6	7.202009514	7.34977532	7.136803161	7.268011772	7.225931867	6.878197224	7.262352909	7.234105262	7.006733176	7.115405371	7.012586766	7.120088512
AC009133.15	5.03762012	4.990980757	5.020823482	4.816745633	5.052636661	5.046123973	4.952831424	4.999083894	4.951176159	5.296542441	5.060947523	5.132366421
AC009502.4	4.578303274	4.498649491	4.636522042	4.466891338	4.508371298	4.553358645	4.357372231	4.590422503	4.170675407	4.367377784	4.462912308	4.389291236
AC010145.4	3.834976169	3.877318962	3.778689918	3.894000215	3.619141196	3.607525165	3.888516948	3.745902054	3.521600793	3.713059069	3.390350381	3.517992681
AC010524.4	4.177568761	4.162505722	4.6317342725	4.294344305499999	4.9153630145000005	4.7803427114999995	4.2275453745	4.4749693955000005	4.2146630405	4.6037447584999995	4.3468828175	4.4171323000000005
AC012065.7	4.581829831	4.249998327	4.82730715	4.515211618	4.410507787	4.567931854	4.467273018	4.645534521	4.559702008	4.452843527	4.391249376	4.224527244
AC012360.6	4.389121542	4.522495401	4.455586229	4.516155179	4.388320731	4.497296836	4.594764788	4.850519038	4.484763336	4.612913075	4.647289434	4.40216809
AC012499.1	3.294622215	3.167225971	3.358333355	3.263836794	3.247137954	2.998273739	3.188741596	3.146463714	3.163191638	3.048095259	3.614092866	3.292746194
AC012531.25	3.950068247	3.878427499	4.308520372	3.816201049	3.994199435	4.162889551	3.965781225	3.994443147	4.068267792	4.029931617	3.877159631	4.028016646
AC013463.2	3.685849367	3.937706676	3.802926191	3.862703952	4.252572202	3.906027728	3.577877115	3.693925133	3.641493216	3.925267535	3.891338034	4.028228923
AC013733.4	3.1431743905	3.0669972850000002	3.0556614184999997	3.0976503715	3.0004858805	3.1566595385	3.0550673825	3.1853942295	3.1338940835	3.0468743335	3.2199086494999998	3.0541127125000003
AC016831.7	3.765977122	3.95007884	4.095145892	4.037178317	3.793283224	3.779645512	3.8435567	4.372401508	4.223359978	3.71788464	3.649455612	4.261655421
AC016999.2	5.218301048	5.426970356	5.356862396	5.170963727	5.16635114	5.025977612	5.299880636	5.104486526	5.160104309	5.369751877	5.179740745	5.304020676
AC017002.2	8.445037683	8.008502832	7.831368205	7.709738058	8.01879925	7.593038919	7.709956534	8.376745533	7.632882246	7.617593062	7.54078663	7.860656653
AC017104.6	6.816065098	6.70449643	6.760433515	6.517094134	6.945579386	6.920911219	6.765025213	6.851339277	6.634374211	6.845613904	6.765046682	6.729087385
AC018755.16	6.475295107	6.577193469	6.622337759	6.626108705	6.999468595	7.202239152	6.868192078	6.755046623	6.843717762	6.991578522	6.879771517	6.951008681
AC018755.17	2.81921345	2.800094143	3.228971492	3.073406809	2.914566549	2.978305616	2.894684655	3.05958439	2.715381692	3.044079394	2.90505169	2.763219944
AC018766.6	4.107707942	4.099223194	4.32315588	4.055374582	4.485230994	4.409577111	4.434333784	4.468632171	4.203376701	4.1493593	4.12885646	4.00584921
AC018816.3	4.751901518	5.10303278	5.126113336	5.012276639	4.953232666	5.567414836	5.448049669	5.108668231	5.238419756	5.062016117	5.112936378	5.036111518
AC024560.2	3.729501779	3.784864846	3.849772868	3.729501779	4.389689981	3.678791416	3.949573306	3.719726007	4.029931617	3.971582807	3.70891929	3.777825665
AC025442.3	4.8447191069999995	5.0511134055	5.1940674235	4.9695241755	5.387096779	5.3082698705	5.3319761450000005	5.182531396	5.07110441	5.4755415695	5.055909253499999	5.125985456
AC064852.4	2.86166752	2.723833782	2.928222529	2.884230372	2.957360282	3.125510229	2.968426508	2.838579583	2.944329655	3.193321908	2.918457871	2.949166568
AC067956.1	3.178719449	3.305769113	3.255648644	3.266460414	3.246432906	3.262098139	3.223472708	3.563507653	3.199683194	3.518142459	3.239861164	3.254670651
AC068039.4	4.585338997	4.542003069	4.59873465	4.451911085	4.290519935	4.249604093	4.494725594	4.54861936	4.710889127	4.609433313	4.419804589	4.710127293
